title,year,duration,genre,rating,movie_url
Room ,2015,1h 58min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.1</span>",https://www.imdb.com/title/tt3170832/
The Invisible Guest ,2016,1h 46min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.1</span>",https://www.imdb.com/title/tt4857264/
Logan ,2017,2h 17min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.1</span>",https://www.imdb.com/title/tt3315342/
The Handmaiden ,2016,2h 25min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.1</span>",https://www.imdb.com/title/tt4016934/
Sherlock Jr. ,1924,45min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0015324/
The Gold Rush ,1925,1h 35min,"<a href=""/search/title?genres=adventure&amp;explore=title_type,genres"">Adventure</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0015864/
Portrait of a Lady on Fire ,2019,2h 2min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.1</span>",https://www.imdb.com/title/tt8613070/
The Sixth Sense ,1999,1h 47min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.1</span>",https://www.imdb.com/title/tt0167404/
To Be or Not to Be ,1942,1h 39min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0035446/
Rashomon ,1950,1h 28min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0042876/
Tokyo Story ,1953,2h 16min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0046438/
The Treasure of the Sierra Madre ,1948,2h 6min,"<a href=""/search/title?genres=adventure&amp;explore=title_type,genres"">Adventure</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0040897/
Rififi ,1955,1h 58min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0048021/
Dial M for Murder ,1954,1h 45min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0046912/
The Seventh Seal ,1957,1h 36min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0050976/
Some Like It Hot ,1959,2h 1min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0053291/
All About Eve ,1950,2h 18min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0042192/
Wild Strawberries ,1957,1h 31min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0050986/
Judgment at Nuremberg ,1961,2h 59min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0055031/
Yojimbo ,1961,1h 50min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0055630/
The Great Escape ,1963,2h 52min,"<a href=""/search/title?genres=adventure&amp;explore=title_type,genres"">Adventure</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0057115/
To Kill a Mockingbird ,1962,2h 9min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0056592/
Stalker ,1979,2h 42min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0079944/
Raging Bull ,1980,2h 9min,"<a href=""/search/title?genres=biography&amp;explore=title_type,genres"">Biography</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0081398/
Ran ,1985,2h 42min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0089881/
Monty Python and the Holy Grail ,1975,1h 31min,"<a href=""/search/title?genres=adventure&amp;explore=title_type,genres"">Adventure</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0071853/
Time of the Gypsies ,1988,2h 22min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0097223/
Autumn Sonata ,1978,1h 39min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0077711/
Die Hard ,1988,2h 12min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0095016/
My Neighbor Totoro ,1988,1h 26min,"<a href=""/search/title?genres=animation&amp;explore=title_type,genres"">Animation</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt0096283/
Up ,2009,1h 36min,"<a href=""/search/title?genres=animation&amp;explore=title_type,genres"">Animation</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt1049413/
Shutter Island ,2010,2h 18min,"<a href=""/search/title?genres=mystery&amp;explore=title_type,genres"">Mystery</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt1130884/
Warrior ,2011,2h 20min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt1291584/
Gangs of Wasseypur ,2012,5h 21min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt1954470/
Drishyam ,2015,2h 43min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt4430212/
Klaus ,2019,1h 36min,"<a href=""/search/title?genres=animation&amp;explore=title_type,genres"">Animation</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt4729430/
The Kid ,1921,1h 8min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0012349/
The Secret in Their Eyes ,2009,2h 9min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt1305806/
Tangerines ,2013,1h 27min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt2991224/
"Three Billboards Outside Ebbing, Missouri ",2017,1h 55min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt5027774/
Green Book ,2018,2h 10min,"<a href=""/search/title?genres=biography&amp;explore=title_type,genres"">Biography</a>","<span itemprop=""ratingValue"">8.2</span>",https://www.imdb.com/title/tt6966692/
Citizen Kane ,1941,1h 59min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0033467/
M ,1931,1h 39min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0022100/
Metropolis ,1927,2h 33min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0017136/
Ikiru ,1952,2h 23min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0044741/
Bicycle Thieves ,1948,1h 29min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0040522/
Singin' in the Rain ,1952,1h 43min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0045152/
Vertigo ,1958,2h 8min,"<a href=""/search/title?genres=mystery&amp;explore=title_type,genres"">Mystery</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0052357/
Double Indemnity ,1944,1h 47min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0036775/
The Apartment ,1960,2h 5min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0053604/
North by Northwest ,1959,2h 16min,"<a href=""/search/title?genres=adventure&amp;explore=title_type,genres"">Adventure</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0053125/
Lawrence of Arabia ,1962,3h 48min,"<a href=""/search/title?genres=adventure&amp;explore=title_type,genres"">Adventure</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0056172/
2001: A Space Odyssey ,1968,2h 29min,"<a href=""/search/title?genres=adventure&amp;explore=title_type,genres"">Adventure</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0062622/
For a Few Dollars More ,1965,2h 12min,"<a href=""/search/title?genres=western&amp;explore=title_type,genres"">Western</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0059578/
A Clockwork Orange ,1971,2h 16min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0066921/
The Sting ,1973,2h 9min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0070735/
Taxi Driver ,1976,1h 54min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0075314/
Das Boot ,1981,2h 29min,"<a href=""/search/title?genres=adventure&amp;explore=title_type,genres"">Adventure</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0082096/
Scarface ,1983,2h 50min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0086250/
Star Wars: Episode VI - Return of the Jedi ,1983,2h 11min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0086190/
Come and See ,1985,2h 22min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0091251/
Amadeus ,1984,2h 40min,"<a href=""/search/title?genres=biography&amp;explore=title_type,genres"">Biography</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0086879/
Aliens ,1986,2h 17min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0090605/
Full Metal Jacket ,1987,1h 56min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt0093058/
Andhadhun ,2018,2h 19min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt8108198/
Rear Window ,1954,1h 52min,"<a href=""/search/title?genres=mystery&amp;explore=title_type,genres"">Mystery</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0047396/
The Great Dictator ,1940,2h 5min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0032553/
1917 ,2019,1h 59min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.3</span>",https://www.imdb.com/title/tt8579674/
Paths of Glory ,1957,1h 28min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0050825/
Witness for the Prosecution ,1957,1h 56min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0051201/
High and Low ,1963,2h 23min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0057565/
Anand ,1971,2h 2min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0066763/
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1964,1h 35min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0057012/
Sunset Blvd. ,1950,1h 50min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0043014/
Alien ,1979,1h 57min,"<a href=""/search/title?genres=horror&amp;explore=title_type,genres"">Horror</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0078748/
Once Upon a Time in America ,1984,3h 49min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0087843/
Apocalypse Now ,1979,2h 27min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0078788/
Raiders of the Lost Ark ,1981,1h 55min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0082971/
Memento ,2000,1h 53min,"<a href=""/search/title?genres=mystery&amp;explore=title_type,genres"">Mystery</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0209144/
The Shining ,1980,2h 26min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0081505/
Princess Mononoke ,1997,2h 14min,"<a href=""/search/title?genres=animation&amp;explore=title_type,genres"">Animation</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0119698/
Oldboy ,2003,1h 41min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0364569/
Taare Zameen Par ,2007,2h 45min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0986264/
The Dark Knight Rises ,2012,2h 44min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt1345836/
Django Unchained ,2012,2h 45min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt1853728/
3 Idiots ,2009,2h 50min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt1187043/
WALL·E ,2008,1h 38min,"<a href=""/search/title?genres=animation&amp;explore=title_type,genres"">Animation</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0910970/
Coco ,2017,1h 45min,"<a href=""/search/title?genres=animation&amp;explore=title_type,genres"">Animation</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt2380307/
The Lives of Others ,2006,2h 17min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt0405094/
Avengers: Infinity War ,2018,2h 29min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt4154756/
Capernaum ,2018,2h 6min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt8267604/
Your Name. ,2016,1h 46min,"<a href=""/search/title?genres=animation&amp;explore=title_type,genres"">Animation</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt5311514/
Dangal ,2016,2h 41min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt5074352/
City Lights ,1931,1h 27min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.5</span>",https://www.imdb.com/title/tt0021749/
Spider-Man: Into the Spider-Verse ,2018,1h 57min,"<a href=""/search/title?genres=animation&amp;explore=title_type,genres"">Animation</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt4633694/
Avengers: Endgame ,2019,3h 1min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.4</span>",https://www.imdb.com/title/tt4154796/
Modern Times ,1936,1h 27min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.5</span>",https://www.imdb.com/title/tt0027977/
Casablanca ,1942,1h 42min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.5</span>",https://www.imdb.com/title/tt0034583/
The Silence of the Lambs ,1991,1h 58min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.6</span>",https://www.imdb.com/title/tt0102926/
Se7en ,1995,2h 7min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.6</span>",https://www.imdb.com/title/tt0114369/
Life Is Beautiful ,1997,1h 56min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.6</span>",https://www.imdb.com/title/tt0118799/
Star Wars: Episode IV - A New Hope ,1977,2h 1min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.6</span>",https://www.imdb.com/title/tt0076759/
The Green Mile ,1999,3h 9min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.6</span>",https://www.imdb.com/title/tt0120689/
Saving Private Ryan ,1998,2h 49min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.6</span>",https://www.imdb.com/title/tt0120815/
Interstellar ,2014,2h 49min,"<a href=""/search/title?genres=adventure&amp;explore=title_type,genres"">Adventure</a>","<span itemprop=""ratingValue"">8.6</span>",https://www.imdb.com/title/tt0816692/
Hamilton ,2020,2h 40min,"<a href=""/search/title?genres=biography&amp;explore=title_type,genres"">Biography</a>","<span itemprop=""ratingValue"">8.6</span>",https://www.imdb.com/title/tt8503618/
Spirited Away ,2001,2h 5min,"<a href=""/search/title?genres=animation&amp;explore=title_type,genres"">Animation</a>","<span itemprop=""ratingValue"">8.6</span>",https://www.imdb.com/title/tt0245429/
City of God ,2002,2h 10min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.6</span>",https://www.imdb.com/title/tt0317248/
Parasite ,2019,2h 12min,"<a href=""/search/title?genres=comedy&amp;explore=title_type,genres"">Comedy</a>","<span itemprop=""ratingValue"">8.6</span>",https://www.imdb.com/title/tt6751668/
One Flew Over the Cuckoo's Nest ,1975,2h 13min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.7</span>",https://www.imdb.com/title/tt0073486/
Star Wars: Episode V - The Empire Strikes Back ,1980,2h 4min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.7</span>",https://www.imdb.com/title/tt0080684/
Goodfellas ,1990,2h 26min,"<a href=""/search/title?genres=biography&amp;explore=title_type,genres"">Biography</a>","<span itemprop=""ratingValue"">8.7</span>",https://www.imdb.com/title/tt0099685/
The Matrix ,1999,2h 16min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.7</span>",https://www.imdb.com/title/tt0133093/
"The Good, the Bad and the Ugly ",1966,2h 58min,"<a href=""/search/title?genres=western&amp;explore=title_type,genres"">Western</a>","<span itemprop=""ratingValue"">8.8</span>",https://www.imdb.com/title/tt0060196/
The Lord of the Rings: The Two Towers ,2002,2h 59min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.7</span>",https://www.imdb.com/title/tt0167261/
Forrest Gump ,1994,2h 22min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.8</span>",https://www.imdb.com/title/tt0109830/
Fight Club ,1999,2h 19min,"<a href=""/search/title?genres=drama&amp;explore=title_type,genres"">Drama</a>","<span itemprop=""ratingValue"">8.8</span>",https://www.imdb.com/title/tt0137523/
The Lord of the Rings: The Fellowship of the Ring ,2001,2h 58min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.8</span>",https://www.imdb.com/title/tt0120737/
Pulp Fiction ,1994,2h 34min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">8.9</span>",https://www.imdb.com/title/tt0110912/
Schindler's List ,1993,3h 15min,"<a href=""/search/title?genres=biography&amp;explore=title_type,genres"">Biography</a>","<span itemprop=""ratingValue"">8.9</span>",https://www.imdb.com/title/tt0108052/
12 Angry Men ,1957,1h 36min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">9.0</span>",https://www.imdb.com/title/tt0050083/
The Godfather: Part II ,1974,3h 22min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">9.0</span>",https://www.imdb.com/title/tt0071562/
The Lord of the Rings: The Return of the King ,2003,3h 21min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.9</span>",https://www.imdb.com/title/tt0167260/
Inception ,2010,2h 28min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">8.8</span>",https://www.imdb.com/title/tt1375666/
The Godfather ,1972,2h 55min,"<a href=""/search/title?genres=crime&amp;explore=title_type,genres"">Crime</a>","<span itemprop=""ratingValue"">9.2</span>",https://www.imdb.com/title/tt0068646/
The Dark Knight ,2008,2h 32min,"<a href=""/search/title?genres=action&amp;explore=title_type,genres"">Action</a>","<span itemprop=""ratingValue"">9.0</span>",https://www.imdb.com/title/tt0468569/
